,keyword,date,index
1,比特币,2019/11/17,226454
1,比特币,2019/11/18,228302
1,比特币,2019/11/19,187687
1,比特币,2019/11/20,607622
1,比特币,2019/11/21,959402
1,比特币,2019/11/22,1119447
1,比特币,2019/11/23,1502716
1,比特币,2019/11/24,1247888
1,比特币,2019/11/25,543549
1,比特币,2019/11/26,544034
1,比特币,2019/11/27,458649
1,比特币,2019/11/28,936934
1,比特币,2019/11/29,687717
1,比特币,2019/11/30,624464
1,比特币,2019/12/1,471734
1,比特币,2019/12/2,861179
1,比特币,2019/12/3,724232
1,比特币,2019/12/4,217332
1,比特币,2019/12/5,214684
1,比特币,2019/12/6,180942
1,比特币,2019/12/7,263837
1,比特币,2019/12/8,356422
1,比特币,2019/12/9,461319
1,比特币,2019/12/10,238367
1,比特币,2019/12/11,180952
1,比特币,2019/12/12,333839
1,比特币,2019/12/13,777162
1,比特币,2019/12/14,1229266
1,比特币,2019/12/15,870834
1,比特币,2019/12/16,872339
1,比特币,2019/12/17,772582
1,比特币,2019/12/18,297482
1,比特币,2019/12/19,300877
1,比特币,2019/12/20,223037
1,比特币,2019/12/21,579947
1,比特币,2019/12/22,359807
1,比特币,2019/12/23,488799
1,比特币,2019/12/24,322137
1,比特币,2019/12/25,350034
1,比特币,2019/12/26,353742
1,比特币,2019/12/27,208377
1,比特币,2019/12/28,193584
1,比特币,2019/12/29,534114
1,比特币,2019/12/30,419214
1,比特币,2019/12/31,533094
1,比特币,2020/1/1,192154
