,keyword,type,date,index
1,比特币,all,2017/2/3,18546
1,比特币,all,2017/2/4,18754
1,比特币,all,2017/2/5,16778
1,比特币,all,2017/2/6,17616
1,比特币,all,2017/2/7,16388
1,比特币,all,2017/2/8,20231
1,比特币,all,2017/2/9,32156
1,比特币,all,2017/2/10,31934
1,比特币,all,2017/2/11,21209
1,比特币,all,2017/2/12,23493
1,比特币,all,2017/2/13,21910
1,比特币,all,2017/2/14,28067
1,比特币,all,2017/2/15,20005
1,比特币,all,2017/2/16,18416
1,比特币,all,2017/2/17,18322
1,比特币,all,2017/2/18,14168
1,比特币,all,2017/2/19,14993
1,比特币,all,2017/2/20,17871
1,比特币,all,2017/2/21,17034
1,比特币,all,2017/2/22,38708
1,比特币,all,2017/2/23,19138
1,比特币,all,2017/2/24,23550
1,比特币,all,2017/2/25,20010
1,比特币,all,2017/2/26,18993
1,比特币,all,2017/2/27,19424
1,比特币,all,2017/2/28,18627
1,比特币,all,2017/3/1,19619
1,比特币,all,2017/3/2,20389
1,比特币,all,2017/3/3,25117
1,比特币,all,2017/3/4,20370
1,比特币,all,2017/3/5,18604
1,比特币,all,2017/3/6,20815
1,比特币,all,2017/3/7,20908
1,比特币,all,2017/3/8,18071
1,比特币,all,2017/3/9,16160
1,比特币,all,2017/3/10,14766
1,比特币,all,2017/3/11,15370
1,比特币,all,2017/3/12,13292
1,比特币,all,2017/3/13,14451
1,比特币,all,2017/3/14,13326
1,比特币,all,2017/3/15,12489
1,比特币,all,2017/3/16,13323
1,比特币,all,2017/3/17,15127
1,比特币,all,2017/3/18,13688
1,比特币,all,2017/3/19,13823
1,比特币,all,2017/3/20,13647
1,比特币,all,2017/3/21,12619
1,比特币,all,2017/3/22,13608
1,比特币,all,2017/3/23,12463
1,比特币,all,2017/3/24,11294
1,比特币,all,2017/3/25,11808
1,比特币,all,2017/3/26,9406
1,比特币,all,2017/3/27,10430
1,比特币,all,2017/3/28,9837
1,比特币,all,2017/3/29,10821
1,比特币,all,2017/3/30,11246
1,比特币,all,2017/3/31,10750
1,比特币,all,2017/4/1,10228
1,比特币,all,2017/4/2,9681
1,比特币,all,2017/4/3,11413
1,比特币,all,2017/4/4,9936
1,比特币,all,2017/4/5,12656
1,比特币,all,2017/4/6,13460
1,比特币,all,2017/4/7,10496
1,比特币,all,2017/4/8,9133
1,比特币,all,2017/4/9,9740
1,比特币,all,2017/4/10,11916
1,比特币,all,2017/4/11,11801
1,比特币,all,2017/4/12,11765
1,比特币,all,2017/4/13,11214
1,比特币,all,2017/4/14,18395
1,比特币,all,2017/4/15,10387
1,比特币,all,2017/4/16,9681
1,比特币,all,2017/4/17,11511
1,比特币,all,2017/4/18,12705
1,比特币,all,2017/4/19,11521
1,比特币,all,2017/4/20,10410
1,比特币,all,2017/4/21,11499
1,比特币,all,2017/4/22,9746
1,比特币,all,2017/4/23,8683
1,比特币,all,2017/4/24,13156
1,比特币,all,2017/4/25,11289
1,比特币,all,2017/4/26,14272
1,比特币,all,2017/4/27,12788
1,比特币,all,2017/4/28,12182
1,比特币,all,2017/4/29,10452
1,比特币,all,2017/4/30,10327
1,比特币,all,2017/5/1,15393
1,比特币,all,2017/5/2,24655
1,比特币,all,2017/5/3,21995
1,比特币,all,2017/5/4,21128
1,比特币,all,2017/5/5,23941
1,比特币,all,2017/5/6,17496
1,比特币,all,2017/5/7,17810
1,比特币,all,2017/5/8,19767
1,比特币,all,2017/5/9,23674
1,比特币,all,2017/5/10,32466
1,比特币,all,2017/5/11,24070
1,比特币,all,2017/5/12,32160
1,比特币,all,2017/5/13,229052
1,比特币,all,2017/5/14,155197
1,比特币,all,2017/5/15,277582
1,比特币,all,2017/5/16,169926
1,比特币,all,2017/5/17,95439
1,比特币,all,2017/5/18,59651
1,比特币,all,2017/5/19,97807
1,比特币,all,2017/5/20,66251
1,比特币,all,2017/5/21,52324
1,比特币,all,2017/5/22,68438
1,比特币,all,2017/5/23,74098
1,比特币,all,2017/5/24,104906
1,比特币,all,2017/5/25,105333
1,比特币,all,2017/5/26,100441
1,比特币,all,2017/5/27,103708
1,比特币,all,2017/5/28,55201
1,比特币,all,2017/5/29,45910
1,比特币,all,2017/5/30,39189
1,比特币,all,2017/5/31,75054
1,比特币,all,2017/6/1,54325
1,比特币,all,2017/6/2,54300
1,比特币,all,2017/6/3,55572
1,比特币,all,2017/6/4,43500
1,比特币,all,2017/6/5,48113
1,比特币,all,2017/6/6,67954
1,比特币,all,2017/6/7,67202
1,比特币,all,2017/6/8,48801
1,比特币,all,2017/6/9,43944
1,比特币,all,2017/6/10,40285
1,比特币,all,2017/6/11,42982
1,比特币,all,2017/6/12,53516
1,比特币,all,2017/6/13,59201
1,比特币,all,2017/6/14,54642
1,比特币,all,2017/6/15,64386
1,比特币,all,2017/6/16,54378
1,比特币,all,2017/6/17,63103
1,比特币,all,2017/6/18,61430
1,比特币,all,2017/6/19,64981
1,比特币,all,2017/6/20,55912
1,比特币,all,2017/6/21,55901
1,比特币,all,2017/6/22,43470
1,比特币,all,2017/6/23,40716
1,比特币,all,2017/6/24,33038
1,比特币,all,2017/6/25,29006
1,比特币,all,2017/6/26,34537
1,比特币,all,2017/6/27,44738
1,比特币,all,2017/6/28,46198
1,比特币,all,2017/6/29,32153
1,比特币,all,2017/6/30,23251
1,比特币,all,2017/7/1,21039
1,比特币,all,2017/7/2,21727
1,比特币,all,2017/7/3,23253
1,比特币,all,2017/7/4,24786
1,比特币,all,2017/7/5,20822
1,比特币,all,2017/7/6,19697
1,比特币,all,2017/7/7,18742
1,比特币,all,2017/7/8,21396
1,比特币,all,2017/7/9,19146
1,比特币,all,2017/7/10,25403
1,比特币,all,2017/7/11,84484
1,比特币,all,2017/7/12,51199
1,比特币,all,2017/7/13,34569
1,比特币,all,2017/7/14,24753
1,比特币,all,2017/7/15,30807
1,比特币,all,2017/7/16,29191
1,比特币,all,2017/7/17,29390
1,比特币,all,2017/7/18,26903
1,比特币,all,2017/7/19,24909
1,比特币,all,2017/7/20,28388
1,比特币,all,2017/7/21,34187
1,比特币,all,2017/7/22,21205
1,比特币,all,2017/7/23,21100
1,比特币,all,2017/7/24,20474
1,比特币,all,2017/7/25,20097
1,比特币,all,2017/7/26,19353
1,比特币,all,2017/7/27,18633
1,比特币,all,2017/7/28,19593
1,比特币,all,2017/7/29,22252
1,比特币,all,2017/7/30,19104
1,比特币,all,2017/7/31,20259
1,比特币,all,2017/8/1,26929
1,比特币,all,2017/8/2,29953
1,比特币,all,2017/8/3,26308
1,比特币,all,2017/8/4,23546
1,比特币,all,2017/8/5,26994
1,比特币,all,2017/8/6,27398
1,比特币,all,2017/8/7,44371
1,比特币,all,2017/8/8,36575
1,比特币,all,2017/8/9,34367
1,比特币,all,2017/8/10,29624
1,比特币,all,2017/8/11,27059
1,比特币,all,2017/8/12,35899
1,比特币,all,2017/8/13,57952
1,比特币,all,2017/8/14,56518
1,比特币,all,2017/8/15,63475
1,比特币,all,2017/8/16,44086
1,比特币,all,2017/8/17,39877
1,比特币,all,2017/8/18,46466
1,比特币,all,2017/8/19,34166
1,比特币,all,2017/8/20,27530
1,比特币,all,2017/8/21,41396
1,比特币,all,2017/8/22,38262
1,比特币,all,2017/8/23,41770
1,比特币,all,2017/8/24,39246
1,比特币,all,2017/8/25,35680
1,比特币,all,2017/8/26,28479
1,比特币,all,2017/8/27,28987
1,比特币,all,2017/8/28,35344
1,比特币,all,2017/8/29,36514
1,比特币,all,2017/8/30,49466
1,比特币,all,2017/8/31,42436
1,比特币,all,2017/9/1,38707
1,比特币,all,2017/9/2,47248
1,比特币,all,2017/9/3,56487
1,比特币,all,2017/9/4,93031
1,比特币,all,2017/9/5,124143
1,比特币,all,2017/9/6,100804
1,比特币,all,2017/9/7,63205
1,比特币,all,2017/9/8,63002
1,比特币,all,2017/9/9,97478
1,比特币,all,2017/9/10,66171
1,比特币,all,2017/9/11,68452
1,比特币,all,2017/9/12,56317
1,比特币,all,2017/9/13,51683
1,比特币,all,2017/9/14,145232
1,比特币,all,2017/9/15,205086
1,比特币,all,2017/9/16,122996
1,比特币,all,2017/9/17,72084
1,比特币,all,2017/9/18,79259
1,比特币,all,2017/9/19,59781
1,比特币,all,2017/9/20,52891
1,比特币,all,2017/9/21,44661
1,比特币,all,2017/9/22,33089
1,比特币,all,2017/9/23,27316
1,比特币,all,2017/9/24,25872
1,比特币,all,2017/9/25,29246
1,比特币,all,2017/9/26,25841
1,比特币,all,2017/9/27,39162
1,比特币,all,2017/9/28,28533
1,比特币,all,2017/9/29,32175
1,比特币,all,2017/9/30,23728
1,比特币,all,2017/10/1,18777
1,比特币,all,2017/10/2,18531
1,比特币,all,2017/10/3,17218
1,比特币,all,2017/10/4,14117
1,比特币,all,2017/10/5,17088
1,比特币,all,2017/10/6,17281
1,比特币,all,2017/10/7,17455
1,比特币,all,2017/10/8,14559
1,比特币,all,2017/10/9,19866
1,比特币,all,2017/10/10,24415
1,比特币,all,2017/10/11,22394
1,比特币,all,2017/10/12,26023
1,比特币,all,2017/10/13,42552
1,比特币,all,2017/10/14,21317
1,比特币,all,2017/10/15,18714
1,比特币,all,2017/10/16,42560
1,比特币,all,2017/10/17,27235
1,比特币,all,2017/10/18,21099
1,比特币,all,2017/10/19,22736
1,比特币,all,2017/10/20,18497
1,比特币,all,2017/10/21,24098
1,比特币,all,2017/10/22,35122
1,比特币,all,2017/10/23,22031
1,比特币,all,2017/10/24,19366
1,比特币,all,2017/10/25,16040
1,比特币,all,2017/10/26,16044
1,比特币,all,2017/10/27,14996
1,比特币,all,2017/10/28,12439
1,比特币,all,2017/10/29,13454
1,比特币,all,2017/10/30,20350
1,比特币,all,2017/10/31,19260
1,比特币,all,2017/11/1,20429
1,比特币,all,2017/11/2,27446
1,比特币,all,2017/11/3,23965
1,比特币,all,2017/11/4,18131
1,比特币,all,2017/11/5,15755
1,比特币,all,2017/11/6,18880
1,比特币,all,2017/11/7,18039
1,比特币,all,2017/11/8,16905
1,比特币,all,2017/11/9,17489
1,比特币,all,2017/11/10,15501
1,比特币,all,2017/11/11,13363
1,比特币,all,2017/11/12,15399
1,比特币,all,2017/11/13,17822
1,比特币,all,2017/11/14,17176
1,比特币,all,2017/11/15,20823
1,比特币,all,2017/11/16,21248
1,比特币,all,2017/11/17,24632
1,比特币,all,2017/11/18,15073
1,比特币,all,2017/11/19,12552
1,比特币,all,2017/11/20,18435
1,比特币,all,2017/11/21,20960
1,比特币,all,2017/11/22,18542
1,比特币,all,2017/11/23,17623
1,比特币,all,2017/11/24,17506
1,比特币,all,2017/11/25,15660
1,比特币,all,2017/11/26,22157
1,比特币,all,2017/11/27,53160
1,比特币,all,2017/11/28,63712
1,比特币,all,2017/11/29,55242
1,比特币,all,2017/11/30,47458
1,比特币,all,2017/12/1,37983
1,比特币,all,2017/12/2,25963
1,比特币,all,2017/12/3,25264
1,比特币,all,2017/12/4,38066
1,比特币,all,2017/12/5,34602
1,比特币,all,2017/12/6,44630
1,比特币,all,2017/12/7,74764
1,比特币,all,2017/12/8,114336
1,比特币,all,2017/12/9,59920
1,比特币,all,2017/12/10,57712
1,比特币,all,2017/12/11,67856
1,比特币,all,2017/12/12,56150
1,比特币,all,2017/12/13,58316
1,比特币,all,2017/12/14,56308
1,比特币,all,2017/12/15,51536
1,比特币,all,2017/12/16,40318
1,比特币,all,2017/12/17,45173
1,比特币,all,2017/12/18,58124
1,比特币,all,2017/12/19,63127
1,比特币,all,2017/12/20,58115
1,比特币,all,2017/12/21,56754
1,比特币,all,2017/12/22,76847
1,比特币,all,2017/12/23,74426
1,比特币,all,2017/12/24,46765
1,比特币,all,2017/12/25,56657
1,比特币,all,2017/12/26,52241
1,比特币,all,2017/12/27,47194
1,比特币,all,2017/12/28,52897
1,比特币,all,2017/12/29,52770
1,比特币,all,2017/12/30,35170
1,比特币,all,2017/12/31,31766
1,比特币,all,2018/1/1,29089
1,比特币,all,2018/1/2,47188
1,比特币,all,2018/1/3,47040
1,比特币,all,2018/1/4,46429
1,比特币,all,2018/1/5,46653
1,比特币,all,2018/1/6,44228
1,比特币,all,2018/1/7,45460
1,比特币,all,2018/1/8,49331
1,比特币,all,2018/1/9,49051
1,比特币,all,2018/1/10,52243
1,比特币,all,2018/1/11,59630
1,比特币,all,2018/1/12,55415
1,比特币,all,2018/1/13,45284
1,比特币,all,2018/1/14,48695
1,比特币,all,2018/1/15,51483
1,比特币,all,2018/1/16,76882
1,比特币,all,2018/1/17,111100
1,比特币,all,2018/1/18,87382
1,比特币,all,2018/1/19,66129
1,比特币,all,2018/1/20,52935
1,比特币,all,2018/1/21,45912
1,比特币,all,2018/1/22,54864
1,比特币,all,2018/1/23,57716
1,比特币,all,2018/1/24,48149
1,比特币,all,2018/1/25,43852
1,比特币,all,2018/1/26,41375
1,比特币,all,2018/1/27,34082
1,比特币,all,2018/1/28,35583
1,比特币,all,2018/1/29,51173
1,比特币,all,2018/1/30,50149
1,比特币,all,2018/1/31,53490
1,比特币,all,2018/2/1,49047
1,比特币,all,2018/2/2,65860
1,比特币,all,2018/2/3,54005
1,比特币,all,2018/2/4,48291
1,比特币,all,2018/2/5,61009
1,比特币,all,2018/2/6,104756
1,比特币,all,2018/2/7,82165
1,比特币,all,2018/2/8,70115
1,比特币,all,2018/2/9,56745
1,比特币,all,2018/2/10,45199
1,比特币,all,2018/2/11,46395
1,比特币,all,2018/2/12,41653
1,比特币,all,2018/2/13,34620
1,比特币,all,2018/2/14,30975
1,比特币,all,2018/2/15,28487
1,比特币,all,2018/2/16,31309
1,比特币,all,2018/2/17,34683
1,比特币,all,2018/2/18,37665
1,比特币,all,2018/2/19,40440
1,比特币,all,2018/2/20,40899
1,比特币,all,2018/2/21,42858
1,比特币,all,2018/2/22,50186
1,比特币,all,2018/2/23,45082
1,比特币,all,2018/2/24,45646
1,比特币,all,2018/2/25,47163
1,比特币,all,2018/2/26,50794
1,比特币,all,2018/2/27,58211
1,比特币,all,2018/2/28,51847
1,比特币,all,2018/3/1,48259
1,比特币,all,2018/3/2,42867
1,比特币,all,2018/3/3,36830
1,比特币,all,2018/3/4,46285
1,比特币,all,2018/3/5,52749
1,比特币,all,2018/3/6,51160
1,比特币,all,2018/3/7,49527
1,比特币,all,2018/3/8,57106
1,比特币,all,2018/3/9,66257
1,比特币,all,2018/3/10,46773
1,比特币,all,2018/3/11,42836
1,比特币,all,2018/3/12,49607
1,比特币,all,2018/3/13,46977
1,比特币,all,2018/3/14,46241
1,比特币,all,2018/3/15,69775
1,比特币,all,2018/3/16,63280
1,比特币,all,2018/3/17,48865
1,比特币,all,2018/3/18,57726
1,比特币,all,2018/3/19,60717
1,比特币,all,2018/3/20,53427
1,比特币,all,2018/3/21,80075
1,比特币,all,2018/3/22,51994
1,比特币,all,2018/3/23,49166
1,比特币,all,2018/3/24,39840
1,比特币,all,2018/3/25,40522
1,比特币,all,2018/3/26,43244
1,比特币,all,2018/3/27,49121
1,比特币,all,2018/3/28,44019
1,比特币,all,2018/3/29,46291
1,比特币,all,2018/3/30,59589
1,比特币,all,2018/3/31,46020
1,比特币,all,2018/4/1,48266
1,比特币,all,2018/4/2,59647
1,比特币,all,2018/4/3,48649
1,比特币,all,2018/4/4,47487
1,比特币,all,2018/4/5,45121
1,比特币,all,2018/4/6,38120
1,比特币,all,2018/4/7,36703
1,比特币,all,2018/4/8,39114
1,比特币,all,2018/4/9,42399
1,比特币,all,2018/4/10,40711
1,比特币,all,2018/4/11,39507
1,比特币,all,2018/4/12,48791
1,比特币,all,2018/4/13,53361
1,比特币,all,2018/4/14,41445
1,比特币,all,2018/4/15,34305
1,比特币,all,2018/4/16,38901
1,比特币,all,2018/4/17,35980
1,比特币,all,2018/4/18,38545
1,比特币,all,2018/4/19,34991
1,比特币,all,2018/4/20,36765
1,比特币,all,2018/4/21,35984
1,比特币,all,2018/4/22,32238
1,比特币,all,2018/4/23,36116
1,比特币,all,2018/4/24,41710
1,比特币,all,2018/4/25,44853
1,比特币,all,2018/4/26,38918
1,比特币,all,2018/4/27,35596
1,比特币,all,2018/4/28,31969
1,比特币,all,2018/4/29,30263
1,比特币,all,2018/4/30,28356
1,比特币,all,2018/5/1,29960
1,比特币,all,2018/5/2,33790
1,比特币,all,2018/5/3,32328
1,比特币,all,2018/5/4,35696
1,比特币,all,2018/5/5,31409
1,比特币,all,2018/5/6,29223
1,比特币,all,2018/5/7,33564
1,比特币,all,2018/5/8,32229
1,比特币,all,2018/5/9,27666
1,比特币,all,2018/5/10,29460
1,比特币,all,2018/5/11,38509
1,比特币,all,2018/5/12,29279
1,比特币,all,2018/5/13,24799
1,比特币,all,2018/5/14,28929
1,比特币,all,2018/5/15,28241
1,比特币,all,2018/5/16,30029
1,比特币,all,2018/5/17,28547
1,比特币,all,2018/5/18,27686
1,比特币,all,2018/5/19,22946
1,比特币,all,2018/5/20,22844
1,比特币,all,2018/5/21,27913
1,比特币,all,2018/5/22,29776
1,比特币,all,2018/5/23,32005
1,比特币,all,2018/5/24,34642
1,比特币,all,2018/5/25,29738
1,比特币,all,2018/5/26,24793
1,比特币,all,2018/5/27,26393
1,比特币,all,2018/5/28,33446
1,比特币,all,2018/5/29,31696
1,比特币,all,2018/5/30,34178
1,比特币,all,2018/5/31,30615
1,比特币,all,2018/6/1,24974
1,比特币,all,2018/6/2,22761
1,比特币,all,2018/6/3,22373
1,比特币,all,2018/6/4,28406
1,比特币,all,2018/6/5,29504
1,比特币,all,2018/6/6,27302
1,比特币,all,2018/6/7,26366
1,比特币,all,2018/6/8,19214
1,比特币,all,2018/6/9,20067
1,比特币,all,2018/6/10,21639
1,比特币,all,2018/6/11,52598
1,比特币,all,2018/6/12,37652
1,比特币,all,2018/6/13,38090
1,比特币,all,2018/6/14,36889
1,比特币,all,2018/6/15,27045
1,比特币,all,2018/6/16,18855
1,比特币,all,2018/6/17,19403
1,比特币,all,2018/6/18,19080
1,比特币,all,2018/6/19,28834
1,比特币,all,2018/6/20,32589
1,比特币,all,2018/6/21,23261
1,比特币,all,2018/6/22,22772
1,比特币,all,2018/6/23,24316
1,比特币,all,2018/6/24,25295
1,比特币,all,2018/6/25,26967
1,比特币,all,2018/6/26,24936
1,比特币,all,2018/6/27,25787
1,比特币,all,2018/6/28,23322
1,比特币,all,2018/6/29,27524
1,比特币,all,2018/6/30,23705
1,比特币,all,2018/7/1,19890
1,比特币,all,2018/7/2,22855
1,比特币,all,2018/7/3,27252
1,比特币,all,2018/7/4,27149
1,比特币,all,2018/7/5,29206
1,比特币,all,2018/7/6,24534
1,比特币,all,2018/7/7,19133
1,比特币,all,2018/7/8,17893
1,比特币,all,2018/7/9,19036
1,比特币,all,2018/7/10,18808
1,比特币,all,2018/7/11,17924
1,比特币,all,2018/7/12,16684
1,比特币,all,2018/7/13,17119
1,比特币,all,2018/7/14,14820
1,比特币,all,2018/7/15,13916
1,比特币,all,2018/7/16,19555
1,比特币,all,2018/7/17,21137
1,比特币,all,2018/7/18,29707
1,比特币,all,2018/7/19,25564
1,比特币,all,2018/7/20,24187
1,比特币,all,2018/7/21,18557
1,比特币,all,2018/7/22,18414
1,比特币,all,2018/7/23,25646
1,比特币,all,2018/7/24,46928
1,比特币,all,2018/7/25,37638
1,比特币,all,2018/7/26,28640
1,比特币,all,2018/7/27,26962
1,比特币,all,2018/7/28,22383
1,比特币,all,2018/7/29,20546
1,比特币,all,2018/7/30,22939
1,比特币,all,2018/7/31,23949
1,比特币,all,2018/8/1,24475
1,比特币,all,2018/8/2,23487
1,比特币,all,2018/8/3,23697
1,比特币,all,2018/8/4,20076
1,比特币,all,2018/8/5,20367
1,比特币,all,2018/8/6,32275
1,比特币,all,2018/8/7,26582
1,比特币,all,2018/8/8,27665
1,比特币,all,2018/8/9,28645
1,比特币,all,2018/8/10,25348
1,比特币,all,2018/8/11,26125
1,比特币,all,2018/8/12,23666
1,比特币,all,2018/8/13,27173
1,比特币,all,2018/8/14,35121
1,比特币,all,2018/8/15,30733
1,比特币,all,2018/8/16,27617
1,比特币,all,2018/8/17,24420
1,比特币,all,2018/8/18,21233
1,比特币,all,2018/8/19,21255
1,比特币,all,2018/8/20,25830
1,比特币,all,2018/8/21,24053
1,比特币,all,2018/8/22,28761
1,比特币,all,2018/8/23,26215
1,比特币,all,2018/8/24,22948
1,比特币,all,2018/8/25,20278
1,比特币,all,2018/8/26,17509
1,比特币,all,2018/8/27,22781
1,比特币,all,2018/8/28,28189
1,比特币,all,2018/8/29,29672
1,比特币,all,2018/8/30,24243
1,比特币,all,2018/8/31,19478
1,比特币,all,2018/9/1,22698
1,比特币,all,2018/9/2,15829
1,比特币,all,2018/9/3,18789
1,比特币,all,2018/9/4,19319
1,比特币,all,2018/9/5,21536
1,比特币,all,2018/9/6,33556
1,比特币,all,2018/9/7,21261
1,比特币,all,2018/9/8,14868
1,比特币,all,2018/9/9,16170
1,比特币,all,2018/9/10,19894
1,比特币,all,2018/9/11,18948
1,比特币,all,2018/9/12,22326
1,比特币,all,2018/9/13,21932
1,比特币,all,2018/9/14,19595
1,比特币,all,2018/9/15,13914
1,比特币,all,2018/9/16,12623
1,比特币,all,2018/9/17,15340
1,比特币,all,2018/9/18,17102
1,比特币,all,2018/9/19,14095
1,比特币,all,2018/9/20,14085
1,比特币,all,2018/9/21,14260
1,比特币,all,2018/9/22,14383
1,比特币,all,2018/9/23,11753
1,比特币,all,2018/9/24,10015
1,比特币,all,2018/9/25,14181
1,比特币,all,2018/9/26,16558
1,比特币,all,2018/9/27,16838
1,比特币,all,2018/9/28,16306
1,比特币,all,2018/9/29,14772
1,比特币,all,2018/9/30,14367
1,比特币,all,2018/10/1,11918
1,比特币,all,2018/10/2,11471
1,比特币,all,2018/10/3,12305
1,比特币,all,2018/10/4,12428
1,比特币,all,2018/10/5,12074
1,比特币,all,2018/10/6,13537
1,比特币,all,2018/10/7,13615
1,比特币,all,2018/10/8,23664
1,比特币,all,2018/10/9,22260
1,比特币,all,2018/10/10,20562
1,比特币,all,2018/10/11,21987
1,比特币,all,2018/10/12,17183
1,比特币,all,2018/10/13,13557
1,比特币,all,2018/10/14,12824
1,比特币,all,2018/10/15,20975
1,比特币,all,2018/10/16,21686
1,比特币,all,2018/10/17,17814
1,比特币,all,2018/10/18,18997
1,比特币,all,2018/10/19,17392
1,比特币,all,2018/10/20,14445
1,比特币,all,2018/10/21,14019
1,比特币,all,2018/10/22,16366
1,比特币,all,2018/10/23,15862
1,比特币,all,2018/10/24,15355
1,比特币,all,2018/10/25,14635
1,比特币,all,2018/10/26,16590
1,比特币,all,2018/10/27,14671
1,比特币,all,2018/10/28,12785
1,比特币,all,2018/10/29,14757
1,比特币,all,2018/10/30,15741
1,比特币,all,2018/10/31,14943
1,比特币,all,2018/11/1,18460
1,比特币,all,2018/11/2,17567
1,比特币,all,2018/11/3,13471
1,比特币,all,2018/11/4,12443
1,比特币,all,2018/11/5,15507
1,比特币,all,2018/11/6,17649
1,比特币,all,2018/11/7,17639
1,比特币,all,2018/11/8,15528
1,比特币,all,2018/11/9,22367
1,比特币,all,2018/11/10,13602
1,比特币,all,2018/11/11,11681
1,比特币,all,2018/11/12,15313
1,比特币,all,2018/11/13,13853
1,比特币,all,2018/11/14,16377
1,比特币,all,2018/11/15,33857
1,比特币,all,2018/11/16,23924
1,比特币,all,2018/11/17,19896
1,比特币,all,2018/11/18,17485
1,比特币,all,2018/11/19,24321
1,比特币,all,2018/11/20,56026
1,比特币,all,2018/11/21,88513
1,比特币,all,2018/11/22,81888
1,比特币,all,2018/11/23,60311
1,比特币,all,2018/11/24,38124
1,比特币,all,2018/11/25,66568
1,比特币,all,2018/11/26,84139
1,比特币,all,2018/11/27,63333
1,比特币,all,2018/11/28,48359
1,比特币,all,2018/11/29,41035
1,比特币,all,2018/11/30,35915
1,比特币,all,2018/12/1,32839
1,比特币,all,2018/12/2,29506
1,比特币,all,2018/12/3,38252
1,比特币,all,2018/12/4,39517
1,比特币,all,2018/12/5,36708
1,比特币,all,2018/12/6,35495
1,比特币,all,2018/12/7,43491
1,比特币,all,2018/12/8,33447
1,比特币,all,2018/12/9,27847
1,比特币,all,2018/12/10,28576
1,比特币,all,2018/12/11,26939
1,比特币,all,2018/12/12,21936
1,比特币,all,2018/12/13,22301
1,比特币,all,2018/12/14,36631
1,比特币,all,2018/12/15,22985
1,比特币,all,2018/12/16,25228
1,比特币,all,2018/12/17,27182
1,比特币,all,2018/12/18,30796
1,比特币,all,2018/12/19,60707
1,比特币,all,2018/12/20,37888
1,比特币,all,2018/12/21,30858
1,比特币,all,2018/12/22,20600
1,比特币,all,2018/12/23,19601
1,比特币,all,2018/12/24,21850
1,比特币,all,2018/12/25,22976
1,比特币,all,2018/12/26,23171
1,比特币,all,2018/12/27,21422
1,比特币,all,2018/12/28,20850
1,比特币,all,2018/12/29,18589
1,比特币,all,2018/12/30,15548
1,比特币,all,2018/12/31,14528
1,比特币,all,2019/1/1,14124
1,比特币,all,2019/1/2,19141
1,比特币,all,2019/1/3,18683
1,比特币,all,2019/1/4,18623
1,比特币,all,2019/1/5,15444
1,比特币,all,2019/1/6,15894
1,比特币,all,2019/1/7,18406
1,比特币,all,2019/1/8,17085
1,比特币,all,2019/1/9,17100
1,比特币,all,2019/1/10,19361
1,比特币,all,2019/1/11,19000
1,比特币,all,2019/1/12,14685
1,比特币,all,2019/1/13,13502
1,比特币,all,2019/1/14,17527
1,比特币,all,2019/1/15,18018
1,比特币,all,2019/1/16,14467
1,比特币,all,2019/1/17,14275
1,比特币,all,2019/1/18,15075
1,比特币,all,2019/1/19,12947
1,比特币,all,2019/1/20,12516
1,比特币,all,2019/1/21,13889
1,比特币,all,2019/1/22,13398
1,比特币,all,2019/1/23,13174
1,比特币,all,2019/1/24,13123
1,比特币,all,2019/1/25,12816
1,比特币,all,2019/1/26,11476
1,比特币,all,2019/1/27,10698
1,比特币,all,2019/1/28,12210
1,比特币,all,2019/1/29,11881
1,比特币,all,2019/1/30,11753
1,比特币,all,2019/1/31,11561
1,比特币,all,2019/2/1,10379
1,比特币,all,2019/2/2,9698
1,比特币,all,2019/2/3,9395
1,比特币,all,2019/2/4,9708
1,比特币,all,2019/2/5,9407
1,比特币,all,2019/2/6,12632
1,比特币,all,2019/2/7,10572
1,比特币,all,2019/2/8,11280
1,比特币,all,2019/2/9,13787
1,比特币,all,2019/2/10,13073
1,比特币,all,2019/2/11,15662
1,比特币,all,2019/2/12,14703
1,比特币,all,2019/2/13,16760
1,比特币,all,2019/2/14,15143
1,比特币,all,2019/2/15,15509
1,比特币,all,2019/2/16,13833
1,比特币,all,2019/2/17,13293
1,比特币,all,2019/2/18,17265
1,比特币,all,2019/2/19,19509
1,比特币,all,2019/2/20,18436
1,比特币,all,2019/2/21,18921
1,比特币,all,2019/2/22,16924
1,比特币,all,2019/2/23,14367
1,比特币,all,2019/2/24,18077
1,比特币,all,2019/2/25,22456
1,比特币,all,2019/2/26,15723
1,比特币,all,2019/2/27,17885
1,比特币,all,2019/2/28,16517
1,比特币,all,2019/3/1,15763
1,比特币,all,2019/3/2,12952
1,比特币,all,2019/3/3,13209
1,比特币,all,2019/3/4,16669
1,比特币,all,2019/3/5,17105
1,比特币,all,2019/3/6,15344
1,比特币,all,2019/3/7,15604
1,比特币,all,2019/3/8,13384
1,比特币,all,2019/3/9,13625
1,比特币,all,2019/3/10,12986
1,比特币,all,2019/3/11,16269
1,比特币,all,2019/3/12,15378
1,比特币,all,2019/3/13,15528
1,比特币,all,2019/3/14,15815
1,比特币,all,2019/3/15,14568
1,比特币,all,2019/3/16,11379
1,比特币,all,2019/3/17,11343
1,比特币,all,2019/3/18,11406
1,比特币,all,2019/3/19,14844
1,比特币,all,2019/3/20,16064
1,比特币,all,2019/3/21,15585
